,5,10,15,20
326,-2.711E-12,-1.081E-11,-2.403E-11,-4.219E-11
327,-2.656E-12,-1.06E-11,-2.354E-11,-4.134E-11
328,-2.599E-12,-1.037E-11,-2.304E-11,-4.046E-11
329,-2.539E-12,-1.013E-11,-2.251E-11,-3.954E-11
330,-2.478E-12,-9.88E-12,-2.197E-11,-3.858E-11
331,-2.414E-12,-9.63E-12,-2.14E-11,-3.759E-11
332,-2.348E-12,-9.37E-12,-2.082E-11,-3.658E-11
333,-2.281E-12,-9.1E-12,-2.022E-11,-3.553E-11
334,-2.211E-12,-8.82E-12,-1.961E-11,-3.445E-11
335,-2.14E-12,-8.54E-12,-1.898E-11,-3.334E-11
336,-2.067E-12,-8.25E-12,-1.834E-11,-3.221E-11
337,-1.993E-12,-7.95E-12,-1.768E-11,-3.106E-11
338,-1.917E-12,-7.65E-12,-1.7E-11,-2.988E-11
339,-1.84E-12,-7.34E-12,-1.632E-11,-2.867E-11
340,-1.761E-12,-7.03E-12,-1.562E-11,-2.745E-11
341,-1.681E-12,-6.71E-12,-1.491E-11,-2.62E-11
342,-1.6E-12,-6.38E-12,-1.419E-11,-2.493E-11
343,-1.517E-12,-6.05E-12,-1.346E-11,-2.365E-11
344,-1.433E-12,-5.72E-12,-1.272E-11,-2.235E-11
345,-1.349E-12,-5.38E-12,-1.197E-11,-2.103E-11
346,-1.263E-12,-5.04E-12,-1.121E-11,-1.97E-11
347,-1.177E-12,-4.69E-12,-1.044E-11,-1.835E-11
348,-1.089E-12,-4.35E-12,-9.67E-12,-1.699E-11
349,-1.001E-12,-3.99E-12,-8.88E-12,-1.561E-11
350,-9.12E-13,-3.64E-12,-8.1E-12,-1.423E-11
351,-8.23E-13,-3.28E-12,-7.3E-12,-1.284E-11
352,-7.33E-13,-2.92E-12,-6.5E-12,-1.143E-11
353,-6.42E-13,-2.56E-12,-5.7E-12,-1.002E-11
354,-5.52E-13,-2.2E-12,-4.89E-12,-8.6E-12
355,-4.6E-13,-1.84E-12,-4.08E-12,-7.18E-12
356,-3.69E-13,-1.47E-12,-3.27E-12,-5.75E-12
357,-2.77E-13,-1.1E-12,-2.45E-12,-4.31E-12
358,-1.85E-13,-7.4E-13,-1.64E-12,-2.88E-12
359,-9.2E-14,-3.7E-13,-8.2E-13,-1.44E-12
360,0,0,0,0
